"IndexName","Date","Total Returns Index"
"NIFTY 50","29 Jan 2016","10068.86"
"NIFTY 50","28 Jan 2016","9883.94"
"NIFTY 50","27 Jan 2016","9901.35"
"NIFTY 50","25 Jan 2016","9898.28"
"NIFTY 50","22 Jan 2016","9879.13"
"NIFTY 50","21 Jan 2016","9685.29"
"NIFTY 50","20 Jan 2016","9727.77"
"NIFTY 50","19 Jan 2016","9895.18"
"NIFTY 50","18 Jan 2016","9783.26"
"NIFTY 50","15 Jan 2016","9898.80"
"NIFTY 50","14 Jan 2016","10030.53"
"NIFTY 50","13 Jan 2016","10064.62"
"NIFTY 50","12 Jan 2016","9995.25"
"NIFTY 50","11 Jan 2016","10066.57"
"NIFTY 50","08 Jan 2016","10116.45"
"NIFTY 50","07 Jan 2016","10072.45"
"NIFTY 50","06 Jan 2016","10302.32"
"NIFTY 50","05 Jan 2016","10360.42"
"NIFTY 50","04 Jan 2016","10369.24"
"NIFTY 50","01 Jan 2016","10598.00"
