"IndexName","Date","Total Returns Index"
"NIFTY 50","24 Jul 2019","15749.37"
"NIFTY 50","23 Jul 2019","15824.55"
"NIFTY 50","22 Jul 2019","15845.74"
"NIFTY 50","19 Jul 2019","15945.55"
"NIFTY 50","18 Jul 2019","16183.16"
"NIFTY 50","17 Jul 2019","16306.82"
"NIFTY 50","16 Jul 2019","16272.08"
"NIFTY 50","15 Jul 2019","16165.28"
"NIFTY 50","12 Jul 2019","16113.75"
"NIFTY 50","11 Jul 2019","16155.78"
"NIFTY 50","10 Jul 2019","16035.44"
"NIFTY 50","09 Jul 2019","16114.46"
"NIFTY 50","08 Jul 2019","16118.27"
"NIFTY 50","05 Jul 2019","16468.99"
"NIFTY 50","04 Jul 2019","16658.04"
"NIFTY 50","03 Jul 2019","16612.16"
"NIFTY 50","02 Jul 2019","16603.17"
"NIFTY 50","01 Jul 2019","16540.88"
"NIFTY 50","28 Jun 2019","16433.85"
"NIFTY 50","27 Jun 2019","16507.34"
"NIFTY 50","26 Jun 2019","16515.68"
"NIFTY 50","25 Jun 2019","16444.46"
"NIFTY 50","24 Jun 2019","16309.52"
"NIFTY 50","21 Jun 2019","16343.59"
"NIFTY 50","20 Jun 2019","16493.65"
"NIFTY 50","19 Jun 2019","16283.94"
"NIFTY 50","18 Jun 2019","16283.98"
"NIFTY 50","17 Jun 2019","16257.06"
"NIFTY 50","14 Jun 2019","16467.55"
"NIFTY 50","13 Jun 2019","16593.97"
"NIFTY 50","12 Jun 2019","16568.09"
"NIFTY 50","11 Jun 2019","16650.75"
"NIFTY 50","10 Jun 2019","16590.99"
"NIFTY 50","07 Jun 2019","16518.62"
"NIFTY 50","06 Jun 2019","16481.14"
"NIFTY 50","04 Jun 2019","16728.74"
"NIFTY 50","03 Jun 2019","16815.25"
"NIFTY 50","31 May 2019","16583.46"
"NIFTY 50","30 May 2019","16615.59"
"NIFTY 50","29 May 2019","16497.62"
"NIFTY 50","28 May 2019","16591.70"
"NIFTY 50","27 May 2019","16585.13"
"NIFTY 50","24 May 2019","16472.95"
"NIFTY 50","23 May 2019","16212.78"
"NIFTY 50","22 May 2019","16325.28"
"NIFTY 50","21 May 2019","16268.26"
"NIFTY 50","20 May 2019","16433.77"
"NIFTY 50","17 May 2019","15848.71"
"NIFTY 50","16 May 2019","15640.22"
"NIFTY 50","15 May 2019","15500.82"
"NIFTY 50","14 May 2019","15591.19"
"NIFTY 50","13 May 2019","15488.60"
"NIFTY 50","10 May 2019","15670.18"
"NIFTY 50","09 May 2019","15701.95"
"NIFTY 50","08 May 2019","15782.09"
"NIFTY 50","07 May 2019","15974.41"
"NIFTY 50","06 May 2019","16110.44"
"NIFTY 50","03 May 2019","16268.79"
"NIFTY 50","02 May 2019","16286.18"
"NIFTY 50","30 Apr 2019","16318.66"
"NIFTY 50","26 Apr 2019","16327.70"
"NIFTY 50","25 Apr 2019","16170.98"
"NIFTY 50","24 Apr 2019","16288.16"
"NIFTY 50","23 Apr 2019","16079.51"
"NIFTY 50","22 Apr 2019","16105.19"
"NIFTY 50","18 Apr 2019","16325.13"
"NIFTY 50","16 Apr 2019","16372.86"
"NIFTY 50","15 Apr 2019","16238.41"
"NIFTY 50","12 Apr 2019","16173.27"
"NIFTY 50","11 Apr 2019","16108.32"
"NIFTY 50","10 Apr 2019","16091.08"
"NIFTY 50","09 Apr 2019","16212.81"
"NIFTY 50","08 Apr 2019","16119.14"
"NIFTY 50","05 Apr 2019","16204.48"
"NIFTY 50","04 Apr 2019","16110.09"
"NIFTY 50","03 Apr 2019","16173.92"
"NIFTY 50","02 Apr 2019","16270.13"
"NIFTY 50","01 Apr 2019","16208.94"
"NIFTY 50","29 Mar 2019","16146.11"
"NIFTY 50","28 Mar 2019","16071.26"
"NIFTY 50","27 Mar 2019","15897.65"
"NIFTY 50","26 Mar 2019","15949.46"
"NIFTY 50","25 Mar 2019","15770.26"
"NIFTY 50","22 Mar 2019","15912.88"
"NIFTY 50","20 Mar 2019","15998.51"
"NIFTY 50","19 Mar 2019","16014.33"
"NIFTY 50","18 Mar 2019","15916.80"
"NIFTY 50","15 Mar 2019","15867.74"
"NIFTY 50","14 Mar 2019","15749.67"
"NIFTY 50","13 Mar 2019","15742.86"
"NIFTY 50","12 Mar 2019","15685.41"
"NIFTY 50","11 Mar 2019","15500.61"
"NIFTY 50","08 Mar 2019","15316.51"
"NIFTY 50","07 Mar 2019","15348.14"
"NIFTY 50","06 Mar 2019","15340.93"
"NIFTY 50","05 Mar 2019","15249.97"
"NIFTY 50","01 Mar 2019","15077.91"
"NIFTY 50","28 Feb 2019","14979.39"
"NIFTY 50","27 Feb 2019","14993.45"
"NIFTY 50","26 Feb 2019","15033.15"
"NIFTY 50","25 Feb 2019","15095.33"
"NIFTY 50","22 Feb 2019","14972.58"
"NIFTY 50","21 Feb 2019","14970.12"
"NIFTY 50","20 Feb 2019","14891.60"
"NIFTY 50","19 Feb 2019","14709.75"
"NIFTY 50","18 Feb 2019","14760.48"
"NIFTY 50","15 Feb 2019","14876.27"
"NIFTY 50","14 Feb 2019","14906.26"
"NIFTY 50","13 Feb 2019","14970.62"
"NIFTY 50","12 Feb 2019","15023.02"
"NIFTY 50","11 Feb 2019","15100.61"
"NIFTY 50","08 Feb 2019","15173.02"
"NIFTY 50","07 Feb 2019","15347.41"
"NIFTY 50","06 Feb 2019","15337.80"
"NIFTY 50","05 Feb 2019","15155.99"
"NIFTY 50","04 Feb 2019","15125.02"
"NIFTY 50","01 Feb 2019","15099.21"
"NIFTY 50","31 Jan 2019","15012.34"
"NIFTY 50","30 Jan 2019","14764.02"
"NIFTY 50","29 Jan 2019","14764.59"
"NIFTY 50","28 Jan 2019","14777.11"
"NIFTY 50","25 Jan 2019","14942.09"
"NIFTY 50","24 Jan 2019","15038.07"
"NIFTY 50","23 Jan 2019","15007.40"
"NIFTY 50","22 Jan 2019","15133.83"
"NIFTY 50","21 Jan 2019","15188.00"
"NIFTY 50","18 Jan 2019","15111.95"
"NIFTY 50","17 Jan 2019","15109.54"
"NIFTY 50","16 Jan 2019","15087.41"
"NIFTY 50","15 Jan 2019","15082.59"
"NIFTY 50","14 Jan 2019","14875.92"
"NIFTY 50","11 Jan 2019","14955.33"
"NIFTY 50","10 Jan 2019","14992.23"
"NIFTY 50","09 Jan 2019","15038.74"
"NIFTY 50","08 Jan 2019","14965.34"
"NIFTY 50","07 Jan 2019","14923.27"
"NIFTY 50","04 Jan 2019","14861.69"
"NIFTY 50","03 Jan 2019","14785.38"
"NIFTY 50","02 Jan 2019","14951.96"
"NIFTY 50","01 Jan 2019","15114.90"
