"IndexName","Date","Total Returns Index"
"NIFTY 50","26 Mar 2018","13888.82"
"NIFTY 50","23 Mar 2018","13706.99"
"NIFTY 50","22 Mar 2018","13867.01"
"NIFTY 50","21 Mar 2018","13920.51"
"NIFTY 50","20 Mar 2018","13878.17"
"NIFTY 50","19 Mar 2018","13822.99"
"NIFTY 50","16 Mar 2018","13961.14"
"NIFTY 50","15 Mar 2018","14179.36"
"NIFTY 50","14 Mar 2018","14248.81"
"NIFTY 50","13 Mar 2018","14270.64"
"NIFTY 50","12 Mar 2018","14260.92"
"NIFTY 50","09 Mar 2018","13994.68"
"NIFTY 50","08 Mar 2018","14016.30"
"NIFTY 50","07 Mar 2018","13895.27"
"NIFTY 50","06 Mar 2018","14025.34"
"NIFTY 50","05 Mar 2018","14175.32"
"NIFTY 50","01 Mar 2018","14311.52"
"NIFTY 50","28 Feb 2018","14358.71"
"NIFTY 50","27 Feb 2018","14438.90"
"NIFTY 50","26 Feb 2018","14477.62"
"NIFTY 50","23 Feb 2018","14352.40"
"NIFTY 50","22 Feb 2018","14204.17"
"NIFTY 50","21 Feb 2018","14220.48"
"NIFTY 50","20 Feb 2018","14169.77"
"NIFTY 50","19 Feb 2018","14194.28"
"NIFTY 50","16 Feb 2018","14295.41"
"NIFTY 50","15 Feb 2018","14422.85"
"NIFTY 50","14 Feb 2018","14359.35"
"NIFTY 50","12 Feb 2018","14412.46"
"NIFTY 50","09 Feb 2018","14296.50"
"NIFTY 50","08 Feb 2018","14463.16"
"NIFTY 50","07 Feb 2018","14317.57"
"NIFTY 50","06 Feb 2018","14344.02"
"NIFTY 50","05 Feb 2018","14574.00"
"NIFTY 50","02 Feb 2018","14702.49"
"NIFTY 50","01 Feb 2018","15052.72"
"NIFTY 50","31 Jan 2018","15065.82"
"NIFTY 50","30 Jan 2018","15095.42"
"NIFTY 50","29 Jan 2018","15204.42"
"NIFTY 50","25 Jan 2018","15121.00"
"NIFTY 50","24 Jan 2018","15143.35"
"NIFTY 50","23 Jan 2018","15140.24"
"NIFTY 50","22 Jan 2018","14979.72"
"NIFTY 50","19 Jan 2018","14880.80"
"NIFTY 50","18 Jan 2018","14774.67"
"NIFTY 50","17 Jan 2018","14734.07"
"NIFTY 50","16 Jan 2018","14613.79"
"NIFTY 50","15 Jan 2018","14669.90"
"NIFTY 50","12 Jan 2018","14587.54"
"NIFTY 50","11 Jan 2018","14546.49"
"NIFTY 50","10 Jan 2018","14520.56"
"NIFTY 50","09 Jan 2018","14527.15"
"NIFTY 50","08 Jan 2018","14508.81"
"NIFTY 50","05 Jan 2018","14420.42"
"NIFTY 50","04 Jan 2018","14346.59"
"NIFTY 50","03 Jan 2018","14262.48"
"NIFTY 50","02 Jan 2018","14261.10"
"NIFTY 50","01 Jan 2018","14252.02"
