"IndexName","Date","Total Returns Index"
"NIFTY 50","25 Jul 2025","37257.14"
"NIFTY 50","24 Jul 2025","37578.97"
"NIFTY 50","23 Jul 2025","37812.76"
"NIFTY 50","22 Jul 2025","37574.38"
"NIFTY 50","21 Jul 2025","37619.09"
"NIFTY 50","18 Jul 2025","37435.72"
"NIFTY 50","17 Jul 2025","37630.21"
"NIFTY 50","16 Jul 2025","37780.94"
"NIFTY 50","15 Jul 2025","37752.92"
"NIFTY 50","14 Jul 2025","37582.84"
"NIFTY 50","11 Jul 2025","37684.07"
"NIFTY 50","10 Jul 2025","37990.41"
"NIFTY 50","09 Jul 2025","38169.85"
"NIFTY 50","08 Jul 2025","38239.39"
"NIFTY 50","07 Jul 2025","38145.33"
"NIFTY 50","04 Jul 2025","38142.94"
"NIFTY 50","03 Jul 2025","38049.97"
"NIFTY 50","02 Jul 2025","38121.99"
"NIFTY 50","01 Jul 2025","38254.39"
"NIFTY 50","30 Jun 2025","38217.32"
"NIFTY 50","27 Jun 2025","38398.23"
"NIFTY 50","26 Jun 2025","38206.88"
"NIFTY 50","25 Jun 2025","37751.94"
"NIFTY 50","24 Jun 2025","37452.24"
"NIFTY 50","23 Jun 2025","37343.91"
"NIFTY 50","20 Jun 2025","37546.89"
"NIFTY 50","19 Jun 2025","37069.02"
"NIFTY 50","18 Jun 2025","37097.13"
"NIFTY 50","17 Jun 2025","37158.95"
"NIFTY 50","16 Jun 2025","37298.12"
"NIFTY 50","13 Jun 2025","36957.38"
"NIFTY 50","12 Jun 2025","37209.11"
"NIFTY 50","11 Jun 2025","37587.31"
"NIFTY 50","10 Jun 2025","37531.76"
"NIFTY 50","09 Jun 2025","37527.12"
"NIFTY 50","06 Jun 2025","37377.42"
"NIFTY 50","05 Jun 2025","37000.49"
"NIFTY 50","04 Jun 2025","36805.09"
"NIFTY 50","03 Jun 2025","36674.69"
"NIFTY 50","02 Jun 2025","36921.62"
"NIFTY 50","30 May 2025","36972.50"
"NIFTY 50","29 May 2025","37066.34"
"NIFTY 50","28 May 2025","36943.42"
"NIFTY 50","27 May 2025","37029.33"
"NIFTY 50","26 May 2025","37290.30"
"NIFTY 50","23 May 2025","37069.55"
"NIFTY 50","22 May 2025","36706.44"
"NIFTY 50","21 May 2025","37010.35"
"NIFTY 50","20 May 2025","36817.14"
"NIFTY 50","19 May 2025","37207.25"
"NIFTY 50","16 May 2025","37318.13"
"NIFTY 50","15 May 2025","37361.05"
"NIFTY 50","14 May 2025","36771.94"
"NIFTY 50","13 May 2025","36639.87"
"NIFTY 50","12 May 2025","37156.25"
"NIFTY 50","09 May 2025","35789.63"
"NIFTY 50","08 May 2025","36184.82"
"NIFTY 50","07 May 2025","36394.46"
"NIFTY 50","06 May 2025","36342.60"
"NIFTY 50","05 May 2025","36464.10"
"NIFTY 50","02 May 2025","36293.51"
"NIFTY 50","30 Apr 2025","36274.87"
"NIFTY 50","29 Apr 2025","36277.48"
"NIFTY 50","28 Apr 2025","36266.41"
"NIFTY 50","25 Apr 2025","35829.16"
"NIFTY 50","24 Apr 2025","36138.21"
"NIFTY 50","23 Apr 2025","36260.74"
"NIFTY 50","22 Apr 2025","36019.75"
"NIFTY 50","21 Apr 2025","35957.62"
"NIFTY 50","17 Apr 2025","35549.39"
"NIFTY 50","16 Apr 2025","34931.66"
"NIFTY 50","15 Apr 2025","34769.71"
"NIFTY 50","11 Apr 2025","34024.50"
"NIFTY 50","09 Apr 2025","33384.56"
"NIFTY 50","08 Apr 2025","33588.28"
"NIFTY 50","07 Apr 2025","33030.49"
"NIFTY 50","04 Apr 2025","34137.61"
"NIFTY 50","03 Apr 2025","34652.84"
"NIFTY 50","02 Apr 2025","34775.40"
"NIFTY 50","01 Apr 2025","34527.01"
"NIFTY 50","28 Mar 2025","35054.08"
"NIFTY 50","27 Mar 2025","35162.32"
"NIFTY 50","26 Mar 2025","35005.67"
"NIFTY 50","25 Mar 2025","35276.65"
"NIFTY 50","24 Mar 2025","35261.27"
"NIFTY 50","21 Mar 2025","34802.30"
"NIFTY 50","20 Mar 2025","34564.18"
"NIFTY 50","19 Mar 2025","34142.35"
"NIFTY 50","18 Mar 2025","34033.06"
"NIFTY 50","17 Mar 2025","33547.88"
"NIFTY 50","13 Mar 2025","33381.62"
"NIFTY 50","12 Mar 2025","33490.87"
"NIFTY 50","11 Mar 2025","33531.68"
"NIFTY 50","10 Mar 2025","33473.92"
"NIFTY 50","07 Mar 2025","33611.30"
"NIFTY 50","06 Mar 2025","33599.30"
"NIFTY 50","05 Mar 2025","33290.20"
"NIFTY 50","04 Mar 2025","32910.63"
"NIFTY 50","03 Mar 2025","32965.25"
"NIFTY 50","28 Feb 2025","32973.36"
"NIFTY 50","27 Feb 2025","33599.79"
"NIFTY 50","25 Feb 2025","33603.55"
"NIFTY 50","24 Feb 2025","33612.18"
"NIFTY 50","21 Feb 2025","33973.61"
"NIFTY 50","20 Feb 2025","34148.36"
"NIFTY 50","19 Feb 2025","34177.82"
"NIFTY 50","18 Feb 2025","34196.32"
"NIFTY 50","17 Feb 2025","34217.48"
"NIFTY 50","14 Feb 2025","34172.38"
"NIFTY 50","13 Feb 2025","34324.31"
"NIFTY 50","12 Feb 2025","34344.93"
"NIFTY 50","11 Feb 2025","34364.39"
"NIFTY 50","10 Feb 2025","34825.87"
"NIFTY 50","07 Feb 2025","35091.50"
"NIFTY 50","06 Feb 2025","35143.08"
"NIFTY 50","05 Feb 2025","35277.70"
"NIFTY 50","04 Feb 2025","35341.64"
"NIFTY 50","03 Feb 2025","34778.66"
"NIFTY 50","01 Feb 2025","34958.89"
"NIFTY 50","31 Jan 2025","34998.01"
"NIFTY 50","30 Jan 2025","34603.40"
"NIFTY 50","29 Jan 2025","34474.80"
"NIFTY 50","28 Jan 2025","34165.22"
"NIFTY 50","27 Jan 2025","33974.58"
"NIFTY 50","24 Jan 2025","34366.04"
"NIFTY 50","23 Jan 2025","34534.46"
"NIFTY 50","22 Jan 2025","34460.03"
"NIFTY 50","21 Jan 2025","34265.55"
"NIFTY 50","20 Jan 2025","34741.89"
"NIFTY 50","17 Jan 2025","34531.21"
"NIFTY 50","16 Jan 2025","34660.67"
"NIFTY 50","15 Jan 2025","34514.06"
"NIFTY 50","14 Jan 2025","34458.87"
"NIFTY 50","13 Jan 2025","34324.87"
"NIFTY 50","10 Jan 2025","34838.66"
"NIFTY 50","09 Jan 2025","34979.91"
"NIFTY 50","08 Jan 2025","35221.43"
"NIFTY 50","07 Jan 2025","35249.64"
"NIFTY 50","06 Jan 2025","35113.04"
"NIFTY 50","03 Jan 2025","35690.96"
"NIFTY 50","02 Jan 2025","35964.43"
"NIFTY 50","01 Jan 2025","35301.63"
