"IndexName","Date","Total Returns Index"
"NIFTY 50","01 Sep 2020","16227.14"
"NIFTY 50","31 Aug 2020","16110.07"
"NIFTY 50","28 Aug 2020","16478.01"
"NIFTY 50","27 Aug 2020","16353.08"
"NIFTY 50","26 Aug 2020","16339.41"
"NIFTY 50","25 Aug 2020","16226.20"
"NIFTY 50","24 Aug 2020","16218.02"
"NIFTY 50","21 Aug 2020","16083.84"
"NIFTY 50","20 Aug 2020","15999.86"
"NIFTY 50","19 Aug 2020","16135.89"
"NIFTY 50","18 Aug 2020","16101.86"
"NIFTY 50","17 Aug 2020","15906.29"
"NIFTY 50","14 Aug 2020","15809.17"
"NIFTY 50","13 Aug 2020","15981.73"
"NIFTY 50","12 Aug 2020","15986.03"
"NIFTY 50","11 Aug 2020","16005.99"
"NIFTY 50","10 Aug 2020","15931.97"
"NIFTY 50","07 Aug 2020","15852.65"
"NIFTY 50","06 Aug 2020","15833.02"
"NIFTY 50","05 Aug 2020","15689.69"
"NIFTY 50","04 Aug 2020","15676.74"
"NIFTY 50","03 Aug 2020","15388.98"
"NIFTY 50","31 Jul 2020","15645.34"
"NIFTY 50","30 Jul 2020","15685.92"
"NIFTY 50","29 Jul 2020","15824.19"
"NIFTY 50","28 Jul 2020","15961.70"
"NIFTY 50","27 Jul 2020","15723.39"
"NIFTY 50","24 Jul 2020","15811.40"
"NIFTY 50","23 Jul 2020","15841.48"
"NIFTY 50","22 Jul 2020","15722.51"
"NIFTY 50","21 Jul 2020","15764.41"
"NIFTY 50","20 Jul 2020","15566.56"
"NIFTY 50","17 Jul 2020","15396.44"
"NIFTY 50","16 Jul 2020","15167.99"
"NIFTY 50","15 Jul 2020","14993.52"
"NIFTY 50","14 Jul 2020","14978.23"
"NIFTY 50","13 Jul 2020","15254.09"
"NIFTY 50","10 Jul 2020","15204.13"
"NIFTY 50","09 Jul 2020","15268.19"
"NIFTY 50","08 Jul 2020","15104.09"
"NIFTY 50","07 Jul 2020","15236.58"
"NIFTY 50","06 Jul 2020","15185.78"
"NIFTY 50","03 Jul 2020","14964.59"
"NIFTY 50","02 Jul 2020","14886.06"
"NIFTY 50","01 Jul 2020","14707.64"
"NIFTY 50","30 Jun 2020","14527.18"
"NIFTY 50","29 Jun 2020","14541.76"
"NIFTY 50","26 Jun 2020","14641.26"
"NIFTY 50","25 Jun 2020","14508.61"
"NIFTY 50","24 Jun 2020","14531.72"
"NIFTY 50","23 Jun 2020","14765.36"
"NIFTY 50","22 Jun 2020","14540.07"
"NIFTY 50","19 Jun 2020","14445.87"
"NIFTY 50","18 Jun 2020","14227.14"
"NIFTY 50","17 Jun 2020","13930.35"
"NIFTY 50","16 Jun 2020","13976.63"
"NIFTY 50","15 Jun 2020","13835.27"
"NIFTY 50","12 Jun 2020","14059.69"
"NIFTY 50","11 Jun 2020","13959.73"
"NIFTY 50","10 Jun 2020","14260.91"
"NIFTY 50","09 Jun 2020","14162.90"
"NIFTY 50","08 Jun 2020","14333.20"
"NIFTY 50","05 Jun 2020","14297.55"
"NIFTY 50","04 Jun 2020","14138.19"
"NIFTY 50","03 Jun 2020","14183.95"
"NIFTY 50","02 Jun 2020","14065.56"
"NIFTY 50","01 Jun 2020","13850.00"
"NIFTY 50","29 May 2020","13503.45"
"NIFTY 50","28 May 2020","13364.65"
"NIFTY 50","27 May 2020","13117.99"
"NIFTY 50","26 May 2020","12715.39"
"NIFTY 50","22 May 2020","12729.74"
"NIFTY 50","21 May 2020","12824.12"
"NIFTY 50","20 May 2020","12768.20"
"NIFTY 50","19 May 2020","12504.22"
"NIFTY 50","18 May 2020","12425.57"
"NIFTY 50","15 May 2020","12867.16"
"NIFTY 50","14 May 2020","12875.51"
"NIFTY 50","13 May 2020","13214.58"
"NIFTY 50","12 May 2020","12951.29"
"NIFTY 50","11 May 2020","13011.35"
"NIFTY 50","08 May 2020","13028.62"
"NIFTY 50","07 May 2020","12954.81"
"NIFTY 50","06 May 2020","13055.99"
"NIFTY 50","05 May 2020","12963.99"
"NIFTY 50","04 May 2020","13086.63"
"NIFTY 50","30 Apr 2020","13884.18"
"NIFTY 50","29 Apr 2020","13452.51"
"NIFTY 50","28 Apr 2020","13208.29"
"NIFTY 50","27 Apr 2020","13069.49"
"NIFTY 50","24 Apr 2020","12889.39"
"NIFTY 50","23 Apr 2020","13113.97"
"NIFTY 50","22 Apr 2020","12935.73"
"NIFTY 50","21 Apr 2020","12645.91"
"NIFTY 50","20 Apr 2020","13040.65"
"NIFTY 50","17 Apr 2020","13047.57"
"NIFTY 50","16 Apr 2020","12661.83"
"NIFTY 50","15 Apr 2020","12566.85"
"NIFTY 50","13 Apr 2020","12663.31"
"NIFTY 50","09 Apr 2020","12829.57"
"NIFTY 50","08 Apr 2020","12318.25"
"NIFTY 50","07 Apr 2020","12379.42"
"NIFTY 50","03 Apr 2020","11382.02"
"NIFTY 50","01 Apr 2020","11621.35"
"NIFTY 50","31 Mar 2020","12105.66"
"NIFTY 50","30 Mar 2020","11659.76"
"NIFTY 50","27 Mar 2020","12193.62"
"NIFTY 50","26 Mar 2020","12167.15"
"NIFTY 50","25 Mar 2020","11710.71"
"NIFTY 50","24 Mar 2020","10983.15"
"NIFTY 50","23 Mar 2020","10710.41"
"NIFTY 50","20 Mar 2020","12298.74"
"NIFTY 50","19 Mar 2020","11620.92"
"NIFTY 50","18 Mar 2020","11904.02"
"NIFTY 50","17 Mar 2020","12604.41"
"NIFTY 50","16 Mar 2020","12928.18"
"NIFTY 50","13 Mar 2020","13987.31"
"NIFTY 50","12 Mar 2020","13474.38"
"NIFTY 50","11 Mar 2020","14694.31"
"NIFTY 50","09 Mar 2020","14684.56"
"NIFTY 50","06 Mar 2020","15440.48"
"NIFTY 50","05 Mar 2020","15833.21"
"NIFTY 50","04 Mar 2020","15805.53"
"NIFTY 50","03 Mar 2020","15878.98"
"NIFTY 50","02 Mar 2020","15632.14"
"NIFTY 50","28 Feb 2020","15726.92"
"NIFTY 50","27 Feb 2020","16332.81"
"NIFTY 50","26 Feb 2020","16396.23"
"NIFTY 50","25 Feb 2020","16563.91"
"NIFTY 50","24 Feb 2020","16608.12"
"NIFTY 50","20 Feb 2020","16961.16"
"NIFTY 50","19 Feb 2020","17024.41"
"NIFTY 50","18 Feb 2020","16837.08"
"NIFTY 50","17 Feb 2020","16911.92"
"NIFTY 50","14 Feb 2020","17002.89"
"NIFTY 50","13 Feb 2020","17088.84"
"NIFTY 50","12 Feb 2020","17126.07"
"NIFTY 50","11 Feb 2020","16995.10"
"NIFTY 50","10 Feb 2020","16887.86"
"NIFTY 50","07 Feb 2020","16981.75"
"NIFTY 50","06 Feb 2020","17037.28"
"NIFTY 50","05 Feb 2020","16968.83"
"NIFTY 50","04 Feb 2020","16815.12"
"NIFTY 50","03 Feb 2020","16433.65"
"NIFTY 50","01 Feb 2020","16369.00"
"NIFTY 50","31 Jan 2020","16790.45"
"NIFTY 50","30 Jan 2020","16893.91"
"NIFTY 50","29 Jan 2020","17025.46"
"NIFTY 50","28 Jan 2020","16922.01"
"NIFTY 50","27 Jan 2020","17010.70"
"NIFTY 50","24 Jan 2020","17192.15"
"NIFTY 50","23 Jan 2020","17095.61"
"NIFTY 50","22 Jan 2020","16990.68"
"NIFTY 50","21 Jan 2020","17079.07"
"NIFTY 50","20 Jan 2020","17155.83"
"NIFTY 50","17 Jan 2020","17335.20"
"NIFTY 50","16 Jan 2020","17339.57"
"NIFTY 50","15 Jan 2020","17322.50"
"NIFTY 50","14 Jan 2020","17349.12"
"NIFTY 50","13 Jan 2020","17303.20"
"NIFTY 50","10 Jan 2020","17201.08"
"NIFTY 50","09 Jan 2020","17143.65"
"NIFTY 50","08 Jan 2020","16876.24"
"NIFTY 50","07 Jan 2020","16915.03"
"NIFTY 50","06 Jan 2020","16830.93"
"NIFTY 50","03 Jan 2020","17158.75"
"NIFTY 50","02 Jan 2020","17236.70"
"NIFTY 50","01 Jan 2020","17096.83"
