"IndexName","Date","Total Returns Index"
"NIFTY 50","28 Feb 2015","11723.28"
"NIFTY 50","27 Feb 2015","11647.90"
"NIFTY 50","26 Feb 2015","11436.20"
"NIFTY 50","25 Feb 2015","11546.02"
"NIFTY 50","24 Feb 2015","11539.22"
"NIFTY 50","23 Feb 2015","11529.79"
"NIFTY 50","20 Feb 2015","11633.41"
"NIFTY 50","19 Feb 2015","11714.65"
"NIFTY 50","18 Feb 2015","11680.18"
"NIFTY 50","16 Feb 2015","11600.46"
"NIFTY 50","13 Feb 2015","11595.25"
"NIFTY 50","12 Feb 2015","11471.52"
"NIFTY 50","11 Feb 2015","11360.75"
"NIFTY 50","10 Feb 2015","11279.29"
"NIFTY 50","09 Feb 2015","11227.70"
"NIFTY 50","06 Feb 2015","11405.06"
"NIFTY 50","05 Feb 2015","11471.77"
"NIFTY 50","04 Feb 2015","11487.57"
"NIFTY 50","03 Feb 2015","11529.72"
"NIFTY 50","02 Feb 2015","11583.49"
"NIFTY 50","30 Jan 2015","11598.64"
"NIFTY 50","29 Jan 2015","11787.53"
"NIFTY 50","28 Jan 2015","11737.42"
"NIFTY 50","27 Jan 2015","11732.39"
"NIFTY 50","23 Jan 2015","11633.06"
"NIFTY 50","22 Jan 2015","11535.32"
"NIFTY 50","21 Jan 2015","11492.40"
"NIFTY 50","20 Jan 2015","11447.77"
"NIFTY 50","19 Jan 2015","11257.01"
"NIFTY 50","16 Jan 2015","11208.42"
"NIFTY 50","15 Jan 2015","11182.52"
"NIFTY 50","14 Jan 2015","10897.36"
"NIFTY 50","13 Jan 2015","10926.16"
"NIFTY 50","12 Jan 2015","10957.22"
"NIFTY 50","09 Jan 2015","10906.56"
"NIFTY 50","08 Jan 2015","10840.84"
"NIFTY 50","07 Jan 2015","10666.38"
"NIFTY 50","06 Jan 2015","10699.62"
"NIFTY 50","05 Jan 2015","11030.18"
"NIFTY 50","02 Jan 2015","11052.57"
"NIFTY 50","01 Jan 2015","10905.87"
