"IndexName","Date","Total Returns Index"
"NIFTY 50","30 Jul 2021","22554.26"
"NIFTY 50","29 Jul 2021","22576.34"
"NIFTY 50","28 Jul 2021","22472.95"
"NIFTY 50","27 Jul 2021","22518.80"
"NIFTY 50","26 Jul 2021","22628.19"
"NIFTY 50","23 Jul 2021","22673.35"
"NIFTY 50","22 Jul 2021","22621.45"
"NIFTY 50","20 Jul 2021","22344.81"
"NIFTY 50","19 Jul 2021","22516.71"
"NIFTY 50","16 Jul 2021","22761.20"
"NIFTY 50","15 Jul 2021","22762.34"
"NIFTY 50","14 Jul 2021","22656.78"
"NIFTY 50","13 Jul 2021","22595.49"
"NIFTY 50","12 Jul 2021","22424.39"
"NIFTY 50","09 Jul 2021","22420.36"
"NIFTY 50","08 Jul 2021","22473.81"
"NIFTY 50","07 Jul 2021","22683.66"
"NIFTY 50","06 Jul 2021","22595.93"
"NIFTY 50","05 Jul 2021","22618.97"
"NIFTY 50","02 Jul 2021","22456.66"
"NIFTY 50","01 Jul 2021","22396.40"
"NIFTY 50","30 Jun 2021","22455.70"
"NIFTY 50","29 Jun 2021","22493.60"
"NIFTY 50","28 Jun 2021","22578.86"
"NIFTY 50","25 Jun 2021","22644.06"
"NIFTY 50","24 Jun 2021","22544.26"
"NIFTY 50","23 Jun 2021","22395.25"
"NIFTY 50","22 Jun 2021","22517.74"
"NIFTY 50","21 Jun 2021","22480.30"
"NIFTY 50","18 Jun 2021","22390.11"
"NIFTY 50","17 Jun 2021","22401.65"
"NIFTY 50","16 Jun 2021","22503.90"
"NIFTY 50","15 Jun 2021","22649.05"
"NIFTY 50","14 Jun 2021","22567.11"
"NIFTY 50","11 Jun 2021","22544.26"
"NIFTY 50","10 Jun 2021","22448.94"
"NIFTY 50","09 Jun 2021","22283.52"
"NIFTY 50","08 Jun 2021","22432.77"
"NIFTY 50","07 Jun 2021","22449.24"
"NIFTY 50","04 Jun 2021","22333.23"
"NIFTY 50","03 Jun 2021","22361.86"
"NIFTY 50","02 Jun 2021","22194.18"
"NIFTY 50","01 Jun 2021","22192.25"
"NIFTY 50","31 May 2021","22203.59"
"NIFTY 50","28 May 2021","21962.31"
"NIFTY 50","27 May 2021","21823.14"
"NIFTY 50","26 May 2021","21771.35"
"NIFTY 50","25 May 2021","21639.04"
"NIFTY 50","24 May 2021","21617.03"
"NIFTY 50","21 May 2021","21585.18"
"NIFTY 50","20 May 2021","21202.21"
"NIFTY 50","19 May 2021","21378.71"
"NIFTY 50","18 May 2021","21489.56"
"NIFTY 50","17 May 2021","21226.53"
"NIFTY 50","14 May 2021","20877.56"
"NIFTY 50","12 May 2021","20904.13"
"NIFTY 50","11 May 2021","21123.53"
"NIFTY 50","10 May 2021","21253.80"
"NIFTY 50","07 May 2021","21084.26"
"NIFTY 50","06 May 2021","20944.41"
"NIFTY 50","05 May 2021","20792.24"
"NIFTY 50","04 May 2021","20619.62"
"NIFTY 50","03 May 2021","20815.43"
"NIFTY 50","30 Apr 2021","20811.13"
"NIFTY 50","29 Apr 2021","21186.30"
"NIFTY 50","28 Apr 2021","21136.41"
"NIFTY 50","27 Apr 2021","20835.67"
"NIFTY 50","26 Apr 2021","20596.72"
"NIFTY 50","23 Apr 2021","20392.44"
"NIFTY 50","22 Apr 2021","20484.63"
"NIFTY 50","20 Apr 2021","20328.55"
"NIFTY 50","19 Apr 2021","20418.16"
"NIFTY 50","16 Apr 2021","20785.61"
"NIFTY 50","15 Apr 2021","20733.88"
"NIFTY 50","13 Apr 2021","20624.86"
"NIFTY 50","12 Apr 2021","20348.99"
"NIFTY 50","09 Apr 2021","21094.17"
"NIFTY 50","08 Apr 2021","21149.59"
"NIFTY 50","07 Apr 2021","21069.32"
"NIFTY 50","06 Apr 2021","20876.57"
"NIFTY 50","05 Apr 2021","20811.61"
"NIFTY 50","01 Apr 2021","21137.69"
"NIFTY 50","31 Mar 2021","20886.52"
"NIFTY 50","30 Mar 2021","21106.06"
"NIFTY 50","26 Mar 2021","20625.79"
"NIFTY 50","25 Mar 2021","20366.42"
"NIFTY 50","24 Mar 2021","20684.27"
"NIFTY 50","23 Mar 2021","21061.52"
"NIFTY 50","22 Mar 2021","20947.65"
"NIFTY 50","19 Mar 2021","20956.87"
"NIFTY 50","18 Mar 2021","20692.34"
"NIFTY 50","17 Mar 2021","20924.61"
"NIFTY 50","16 Mar 2021","21193.46"
"NIFTY 50","15 Mar 2021","21220.59"
"NIFTY 50","12 Mar 2021","21361.29"
"NIFTY 50","10 Mar 2021","21565.72"
"NIFTY 50","09 Mar 2021","21457.17"
"NIFTY 50","08 Mar 2021","21255.06"
"NIFTY 50","05 Mar 2021","21225.94"
"NIFTY 50","04 Mar 2021","21428.63"
"NIFTY 50","03 Mar 2021","21662.92"
"NIFTY 50","02 Mar 2021","21198.93"
"NIFTY 50","01 Mar 2021","20975.08"
"NIFTY 50","26 Feb 2021","20644.88"
"NIFTY 50","25 Feb 2021","21452.24"
"NIFTY 50","24 Feb 2021","21288.35"
"NIFTY 50","23 Feb 2021","20898.75"
"NIFTY 50","22 Feb 2021","20853.12"
"NIFTY 50","19 Feb 2021","21273.28"
"NIFTY 50","18 Feb 2021","21468.11"
"NIFTY 50","17 Feb 2021","21595.82"
"NIFTY 50","16 Feb 2021","21737.90"
"NIFTY 50","15 Feb 2021","21739.69"
"NIFTY 50","12 Feb 2021","21521.82"
"NIFTY 50","11 Feb 2021","21536.00"
"NIFTY 50","10 Feb 2021","21436.44"
"NIFTY 50","09 Feb 2021","21440.42"
"NIFTY 50","08 Feb 2021","21447.64"
"NIFTY 50","05 Feb 2021","21175.89"
"NIFTY 50","04 Feb 2021","21135.31"
"NIFTY 50","03 Feb 2021","20985.32"
"NIFTY 50","02 Feb 2021","20783.69"
"NIFTY 50","01 Feb 2021","20263.44"
"NIFTY 50","29 Jan 2021","19346.03"
"NIFTY 50","28 Jan 2021","19605.59"
"NIFTY 50","27 Jan 2021","19818.34"
"NIFTY 50","25 Jan 2021","20201.90"
"NIFTY 50","22 Jan 2021","20390.57"
"NIFTY 50","21 Jan 2021","20700.02"
"NIFTY 50","20 Jan 2021","20775.67"
"NIFTY 50","19 Jan 2021","20600.41"
"NIFTY 50","18 Jan 2021","20260.18"
"NIFTY 50","15 Jan 2021","20476.38"
"NIFTY 50","14 Jan 2021","20706.07"
"NIFTY 50","13 Jan 2021","20660.35"
"NIFTY 50","12 Jan 2021","20658.34"
"NIFTY 50","11 Jan 2021","20546.74"
"NIFTY 50","08 Jan 2021","20351.67"
"NIFTY 50","07 Jan 2021","20053.97"
"NIFTY 50","06 Jan 2021","20066.56"
"NIFTY 50","05 Jan 2021","20142.13"
"NIFTY 50","04 Jan 2021","20047.61"
"NIFTY 50","01 Jan 2021","19885.36"
